id,q1,q2,percentage,initial,exact_n0,num_generations,min_population,max_population,population_decrease_degree,min_granularity,max_granularity,granularity_increase_degree,seed,mutation_multiplier,crossover_multiplier,time,exponent,explicit_bound,n0,i
3,n**2,-n**2,0.5,100.0,False,50,20,100,1.0,50,200,1.0,230,5,2,590544.92855,-1.7091666525938123,,,0
18,n**3/0.99,-n**3/0.01,0.99,100000000.0,True,50,100,100,1.0,400,400,1.0,1497,5,2,9009460.878769,-1.170408492926095,2712924.920629906,253017.22201257737,0
10,n**2+n,-n**2+n,0.5,1000.0,True,50,100,100,1.0,50,50,1.0,679,5,2,484827.303809,-1.1113642912879906,152647.59370574701,10715.63734948826,0
14,n**3/0.5,-n**3/0.5,0.5,100000000.0,False,50,20,100,1.0,50,200,1.0,332,5,2,813679.992693,-2.410503198076477,,,0
6,n,-n,0.5,1000.0,True,50,20,100,1.0,50,400,1.0,1779,5,2,1861613.950184,-1.028043338618449,10590972.877819972,231538.41712643276,0
16,n**3/0.9,-n**3/0.1,0.9,100000000.0,True,50,20,100,1.0,50,200,1.0,347,5,2,866007.263329,-1.2092045921202772,52090.140295455225,6284.77663326382,0
4,n**5,-n**5,0.5,100.0,False,50,20,100,1.0,50,400,1.0,1754,5,2,1881332.99337,-3.8600741911226715,,,0
12,1000000*n,-1000000*n,0.5,100000000.0,False,50,100,100,1.0,50,50,1.0,694,5,2,302833.699429,-0.9065458066396995,,,0
8,n**2+2*n+20,-n**2+2*n+20,0.5,1000.0,True,50,100,100,1.0,200,200,1.0,1035,5,2,1922339.972992,-1.1519244846422774,245088.03175336515,25509.893835588555,0
12,1000000*n,-1000000*n,0.5,100000000.0,False,50,20,100,1.0,50,400,1.0,1838,5,2,3052368.604807,-1.0763905859674003,,,0
